response_id,question_no,max_score,human_score,grader_score,auditor_score,audit_passed,confidence_score,status,total_cost_usd,total_latency_s,errors
31189946,Q8,10.0,4.0,4.0,4.0,True,1.0,Auto-Approved,0.015182,27.502,
31394647,Q8,10.0,6.0,6.5,6.0,False,0.975,Auto-Approved,0.021809,42.026,
31439209,Q8,10.0,5.0,5.0,5.0,True,1.0,Auto-Approved,0.021309,21.546,
32654936,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.017824,18.542,
32797052,Q9,6.0,3.0,3.0,3.0,True,1.0,Auto-Approved,0.022977,43.327,
32837046,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.01905,22.832,
32837283,Q9,6.0,3.0,3.0,3.0,True,1.0,Auto-Approved,0.01955,37.302,
32837526,Q9,6.0,4.0,4.0,4.0,False,1.0,Auto-Approved,0.020446,33.375,
32837542,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.02085,28.179,
32837771,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.020536,32.911,
32838336,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.016818,22.802,
32838662,Q9,6.0,5.0,5.0,5.0,True,1.0,Auto-Approved,0.021735,42.25,
32838859,Q9,6.0,5.0,4.5,5.0,False,0.9583,Auto-Approved,0.026136,44.299,
32839308,Q9,6.0,3.0,4.5,3.0,False,0.875,Auto-Approved,0.025115,50.17,
32839464,Q9,6.0,2.0,2.0,2.0,True,1.0,Auto-Approved,0.015721,15.764,
32839502,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.018006,25.464,
32839839,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.020335,40.298,
32840748,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.023001,37.823,
32840802,Q9,6.0,2.0,2.0,2.0,True,1.0,Auto-Approved,0.023115,45.029,
32841132,Q9,6.0,4.0,6.0,4.0,False,0.8333,Auto-Approved,0.022759,41.0,
32841523,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.025116,49.131,
32841558,Q9,6.0,5.0,5.0,5.0,True,1.0,Auto-Approved,0.019738,31.504,
32842716,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.022658,43.617,
32843194,Q9,6.0,2.0,5.0,4.0,False,0.9167,Auto-Approved,0.027677,45.226,
32843577,Q9,6.0,4.0,5.0,5.0,True,1.0,Auto-Approved,0.022156,43.945,
32843763,Q9,6.0,3.0,5.0,3.0,False,0.8333,Auto-Approved,0.025171,47.632,
32843992,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.016492,27.856,
32844301,Q9,6.0,4.0,6.0,2.0,False,0.6667,Action Required,0.021317,42.822,
32654936,Q22,6.0,3.0,3.0,3.0,True,1.0,Auto-Approved,0.016093,28.687,
32797052,Q22,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.026558,49.865,
32837046,Q22,6.0,3.0,2.0,2.0,True,1.0,Auto-Approved,0.016616,19.233,
32837283,Q22,6.0,3.0,1.5,1.0,False,0.9583,Auto-Approved,0.020257,22.663,
32837526,Q22,6.0,3.0,3.0,1.0,False,0.8333,Auto-Approved,0.018705,42.744,
32837542,Q22,6.0,6.0,5.0,5.0,True,1.0,Auto-Approved,0.019812,33.781,
32837771,Q22,6.0,3.0,2.0,2.0,True,1.0,Auto-Approved,0.013755,30.044,
32838336,Q22,6.0,3.0,3.0,2.5,False,0.9583,Auto-Approved,0.019348,32.326,
32838662,Q22,6.0,6.0,5.0,5.5,False,0.9583,Auto-Approved,0.023176,43.397,
32838859,Q22,6.0,3.0,3.0,3.0,True,1.0,Auto-Approved,0.013153,15.192,
32839308,Q22,6.0,3.0,1.0,1.0,True,1.0,Auto-Approved,0.01537,23.363,
32839464,Q22,6.0,3.0,2.5,2.0,False,0.9583,Auto-Approved,0.016138,31.666,
32839502,Q22,6.0,6.0,4.0,5.0,False,0.9167,Auto-Approved,0.019733,34.995,
32839839,Q22,6.0,6.0,4.5,5.0,False,0.9583,Auto-Approved,0.02008,38.819,
32840748,Q22,6.0,5.0,4.5,5.0,False,0.9583,Auto-Approved,0.020632,34.472,
32840802,Q22,6.0,6.0,3.5,3.5,True,1.0,Auto-Approved,0.0213,38.465,
