response_id,question_no,max_score,human_score,grader_score,auditor_score,audit_passed,confidence_score,status,total_cost_usd,total_latency_s,errors
31108490,Q8,10.0,7.0,8.0,8.0,True,1.0,Auto-Approved,0.030657,23.427,
31108547,Q8,10.0,8.5,7.5,8.0,False,0.975,Auto-Approved,0.03543,36.602,
31109462,Q8,10.0,4.5,6.0,6.0,True,1.0,Auto-Approved,0.025122,19.126,
31109551,Q8,10.0,4.0,4.0,4.0,True,1.0,Auto-Approved,0.028047,22.475,
31109578,Q8,10.0,4.5,5.5,5.0,False,0.975,Auto-Approved,0.03507,42.593,
31109675,Q8,10.0,6.0,6.5,7.0,False,0.975,Auto-Approved,0.030219,24.988,
31110185,Q8,10.0,6.0,6.5,5.0,False,0.925,Auto-Approved,0.042171,45.86,
31172091,Q8,10.0,4.0,4.5,3.5,False,0.95,Auto-Approved,0.040785,35.905,
31189946,Q8,10.0,4.0,4.0,4.0,True,1.0,Auto-Approved,0.023388,26.208,
31394647,Q8,10.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.030021,23.578,
31439209,Q8,10.0,5.0,6.0,6.0,True,1.0,Auto-Approved,0.032301,26.286,
32654936,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.027288,30.341,
32797052,Q9,6.0,3.0,3.0,4.0,False,0.9167,Auto-Approved,0.036864,34.663,
32837046,Q9,6.0,6.0,6.0,5.0,False,0.9167,Auto-Approved,0.030648,23.748,
32837283,Q9,6.0,3.0,3.0,3.0,True,1.0,Auto-Approved,0.028899,33.013,
32837526,Q9,6.0,4.0,4.0,5.0,False,0.9167,Auto-Approved,0.04137,37.99,
32837542,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.03081,30.491,
32837771,Q9,6.0,6.0,6.0,5.5,False,0.9583,Auto-Approved,0.034473,28.621,
32838336,Q9,6.0,6.0,6.0,5.5,False,0.9583,Auto-Approved,0.028656,32.915,
32838662,Q9,6.0,5.0,5.0,5.0,True,1.0,Auto-Approved,0.02778,22.521,
32838859,Q9,6.0,5.0,4.5,4.0,False,0.9583,Auto-Approved,0.037875,32.319,
32839308,Q9,6.0,3.0,4.5,3.5,False,0.9167,Auto-Approved,0.03972,42.664,
32839464,Q9,6.0,2.0,2.0,2.0,True,1.0,Auto-Approved,0.026148,20.901,
32839502,Q9,6.0,6.0,6.0,5.0,False,0.9167,Auto-Approved,0.030204,33.397,
32839839,Q9,6.0,6.0,6.0,5.0,False,0.9167,Auto-Approved,0.035892,28.716,
32840748,Q9,6.0,6.0,6.0,5.0,False,0.9167,Auto-Approved,0.036627,37.225,
32840802,Q9,6.0,2.0,4.0,5.0,False,0.9167,Auto-Approved,0.039984,35.221,
32841132,Q9,6.0,4.0,6.0,5.0,False,0.9167,Auto-Approved,0.035106,38.514,
32841523,Q9,6.0,6.0,6.0,5.0,False,0.9167,Auto-Approved,0.034935,28.317,
32841558,Q9,6.0,5.0,5.0,5.0,True,1.0,Auto-Approved,0.031296,22.691,
32842716,Q9,6.0,6.0,6.0,5.0,False,0.9167,Auto-Approved,0.038352,39.443,
32843194,Q9,6.0,2.0,4.0,3.0,False,0.9167,Auto-Approved,0.05385,53.131,
32843577,Q9,6.0,4.0,5.0,5.5,False,0.9583,Auto-Approved,0.035517,30.643,
32843763,Q9,6.0,3.0,5.0,5.0,True,1.0,Auto-Approved,0.030741,22.997,
32843992,Q9,6.0,6.0,6.0,6.0,True,1.0,Auto-Approved,0.035283,39.153,
32844301,Q9,6.0,4.0,6.0,4.0,False,0.8333,Auto-Approved,0.035271,30.618,
32654936,Q22,6.0,3.0,3.0,3.0,True,1.0,Auto-Approved,0.026217,27.232,
32797052,Q22,6.0,6.0,6.0,5.0,False,0.9167,Auto-Approved,0.049623,43.117,
32837046,Q22,6.0,3.0,2.0,2.0,True,1.0,Auto-Approved,0.023262,27.598,
32837283,Q22,6.0,3.0,2.0,2.0,True,1.0,Auto-Approved,0.029112,27.102,
32837526,Q22,6.0,3.0,2.0,2.0,True,1.0,Auto-Approved,0.024372,29.492,
32837542,Q22,6.0,6.0,5.5,4.5,False,0.9167,Auto-Approved,0.030549,24.372,
32837771,Q22,6.0,3.0,2.0,2.0,True,1.0,Auto-Approved,0.023625,19.634,
32838336,Q22,6.0,3.0,3.5,2.5,False,0.9167,Auto-Approved,0.034875,38.449,
32838662,Q22,6.0,6.0,5.0,4.0,False,0.9167,Auto-Approved,0.033153,26.005,
32838859,Q22,6.0,3.0,3.0,3.0,True,1.0,Auto-Approved,0.022533,17.154,
32839308,Q22,6.0,3.0,1.5,2.0,False,0.9583,Auto-Approved,0.029139,33.963,
32839464,Q22,6.0,3.0,2.5,3.0,False,0.9583,Auto-Approved,0.029541,26.043,
32839502,Q22,6.0,6.0,4.0,3.0,False,0.9167,Auto-Approved,0.032967,27.147,
32839839,Q22,6.0,6.0,4.5,4.0,False,0.9583,Auto-Approved,0.031368,31.634,
32840748,Q22,6.0,5.0,4.5,4.0,False,0.9583,Auto-Approved,0.031035,24.806,
32840802,Q22,6.0,6.0,3.5,3.0,False,0.9583,Auto-Approved,0.030831,33.954,
32841132,Q22,6.0,4.0,3.5,3.0,False,0.9583,Auto-Approved,0.030246,24.946,
32841523,Q22,6.0,6.0,5.5,4.5,False,0.9167,Auto-Approved,0.03348,25.737,
32841558,Q22,6.0,6.0,2.5,1.5,False,0.9167,Auto-Approved,0.0351,38.642,
32842716,Q22,6.0,6.0,2.0,2.0,True,1.0,Auto-Approved,0.02331,15.767,
32843194,Q22,6.0,3.0,2.0,1.0,False,0.9167,Auto-Approved,0.027453,24.597,
32843577,Q22,6.0,6.0,5.0,5.0,True,1.0,Auto-Approved,0.026292,27.745,
32843763,Q22,6.0,3.0,2.0,2.0,True,1.0,Auto-Approved,0.026133,20.856,
32843992,Q22,6.0,6.0,6.0,5.0,False,0.9167,Auto-Approved,0.03438,26.711,
32844301,Q22,6.0,6.0,4.5,4.0,False,0.9583,Auto-Approved,0.026391,28.273,
